path,spoken_language,signed_language,start,end,words,glosses,priority
sgg/I4.pose,de,sgg,0,0,глина,глина,0
sgg/J4.pose,de,sgg,0,0,бегемот,бегемот,0
sgg/K4.pose,de,sgg,0,0,волейбол,волейбол,0
sgg/L4.pose,de,sgg,0,0,адрес,адрес,0
sgg/M4.pose,de,sgg,0,0,МЕЛ,МЕЛ,0
sgg/N4.pose,de,sgg,0,0,семей,семей,0
sgg/O4.pose,de,sgg,0,0,армения,армения,0
sgg/P4.pose,de,sgg,0,0,безработный,безработный,0
sgg/Q4.pose,de,sgg,0,0,СМЕНА ПОЛЬЗОВАТЕЛЯ,СМЕНА ПОЛЬЗОВАТЕЛЯ,0
sgg/R4.pose,de,sgg,0,0,ТЕЛО,ТЕЛО,0
sgg/S4.pose,de,sgg,0,0,МАРС,МАРС,0
sgg/T4.pose,de,sgg,0,0,фигура,фигура,0
sgg/U4.pose,de,sgg,0,0,Б,Б,0
sgg/V4.pose,de,sgg,0,0,обновка,обновка,0
sgg/A5.pose,de,sgg,0,0,мы,мы,0
sgg/B5.pose,de,sgg,0,0,женщина,женщина,0
sgg/C5.pose,de,sgg,0,0,баня,баня,0
sgg/D5.pose,de,sgg,0,0,проблема,проблема,0
sgg/E5.pose,de,sgg,0,0,вилка,вилка,0
sgg/F5.pose,de,sgg,0,0,береза,береза,0
sgg/G5.pose,de,sgg,0,0,брюки,брюки,0
sgg/H5.pose,de,sgg,0,0,день,день,0
sgg/I5.pose,de,sgg,0,0,горы,горы,0
sgg/J5.pose,de,sgg,0,0,блоха,блоха,0
sgg/K5.pose,de,sgg,0,0,бассейн,бассейн,0
sgg/L5.pose,de,sgg,0,0,аптека,аптека,0
sgg/M5.pose,de,sgg,0,0,бумага,бумага,0
sgg/N5.pose,de,sgg,0,0,оскемен,оскемен,0
sgg/O5.pose,de,sgg,0,0,азербайджан,азербайджан,0
sgg/P5.pose,de,sgg,0,0,бизнес,бизнес,0
sgg/Q5.pose,de,sgg,0,0,КОМПЬЮТЕРНАЯ ИГРА,КОМПЬЮТЕРНАЯ ИГРА,0
sgg/R5.pose,de,sgg,0,0,КОСТИ,КОСТИ,0
sgg/S5.pose,de,sgg,0,0,ПЛАНЕТА СОЛНЦЕ,ПЛАНЕТА СОЛНЦЕ,0
sgg/T5.pose,de,sgg,0,0,маникюр,маникюр,0
sgg/U5.pose,de,sgg,0,0,В,В,0
sgg/V5.pose,de,sgg,0,0,одежда,одежда,0
sgg/A6.pose,de,sgg,0,0,они,они,0
sgg/B6.pose,de,sgg,0,0,девочка,девочка,0
sgg/C6.pose,de,sgg,0,0,зеркало,зеркало,0
sgg/D6.pose,de,sgg,0,0,сомнение,сомнение,0
sgg/E6.pose,de,sgg,0,0,дуршлаг,дуршлаг,0
sgg/F6.pose,de,sgg,0,0,ветки,ветки,0
sgg/G6.pose,de,sgg,0,0,варежки,варежки,0
sgg/H6.pose,de,sgg,0,0,два года назад,два года назад,0
sgg/I6.pose,de,sgg,0,0,град,град,0
sgg/J6.pose,de,sgg,0,0,бык,бык,0
sgg/K6.pose,de,sgg,0,0,бег,бег,0
sgg/L6.pose,de,sgg,0,0,банк,банк,0
sgg/M6.pose,de,sgg,0,0,живопись,живопись,0
sgg/N6.pose,de,sgg,0,0,караганда,караганда,0
sgg/O6.pose,de,sgg,0,0,россия,россия,0
sgg/P6.pose,de,sgg,0,0,бригадир,бригадир,0
sgg/Q6.pose,de,sgg,0,0,ТЕЛ ЗВОНОК,ТЕЛ ЗВОНОК,0
sgg/R6.pose,de,sgg,0,0,ПРОСТУДА,ПРОСТУДА,0
sgg/S6.pose,de,sgg,0,0,КОМЕТА,КОМЕТА,0
sgg/T6.pose,de,sgg,0,0,маникюр 2,маникюр 2,0
sgg/U6.pose,de,sgg,0,0,Г,Г,0
sgg/V6.pose,de,sgg,0,0,покупатель,покупатель,0
sgg/A7.pose,de,sgg,0,0,мой,мой,0
sgg/B7.pose,de,sgg,0,0,дети,дети,0
sgg/C7.pose,de,sgg,0,0,ворота,ворота,0
sgg/D7.pose,de,sgg,0,0,небрежность,небрежность,0
sgg/E7.pose,de,sgg,0,0,кастрюля,кастрюля,0
sgg/F7.pose,de,sgg,0,0,виноград,виноград,0
sgg/G7.pose,de,sgg,0,0,галстук,галстук,0
sgg/H7.pose,de,sgg,0,0,два месяца,два месяца,0
sgg/I7.pose,de,sgg,0,0,гром,гром,0
sgg/J7.pose,de,sgg,0,0,верблюд,верблюд,0
sgg/K7.pose,de,sgg,0,0,бокс,бокс,0
sgg/L7.pose,de,sgg,0,0,баня,баня,0
sgg/M7.pose,de,sgg,0,0,рисование,рисование,0
sgg/N7.pose,de,sgg,0,0,паВлодар,паВлодар,0
sgg/O7.pose,de,sgg,0,0,белоруссия,белоруссия,0
sgg/P7.pose,de,sgg,0,0,бухгалтер,бухгалтер,0
sgg/Q7.pose,de,sgg,0,0,СИМ КАРТА,СИМ КАРТА,0
sgg/R7.pose,de,sgg,0,0,ХРОНИЧЕСКАЯ ЗАБОЛЕВАНИЯ,ХРОНИЧЕСКАЯ ЗАБОЛЕВАНИЯ,0
sgg/S7.pose,de,sgg,0,0,ЗЕМЛЯ,ЗЕМЛЯ,0
sgg/T7.pose,de,sgg,0,0,пирсинг,пирсинг,0
sgg/U7.pose,de,sgg,0,0,Ғ,Ғ,0
sgg/V7.pose,de,sgg,0,0,распродажа,распродажа,0
sgg/A8.pose,de,sgg,0,0,мне,мне,0
sgg/B8.pose,de,sgg,0,0,ребенок,ребенок,0
sgg/C8.pose,de,sgg,0,0,дверь,дверь,0
sgg/D8.pose,de,sgg,0,0,активный,активный,0
sgg/E8.pose,de,sgg,0,0,кружка,кружка,0
sgg/F8.pose,de,sgg,0,0,ананас,ананас,0
sgg/G8.pose,de,sgg,0,0,кепка,кепка,0
sgg/H8.pose,de,sgg,0,0,два часа,два часа,0
sgg/I8.pose,de,sgg,0,0,дождь,дождь,0
sgg/J8.pose,de,sgg,0,0,вши,вши,0
sgg/K8.pose,de,sgg,0,0,борьба,борьба,0
sgg/L8.pose,de,sgg,0,0,библиотека,библиотека,0
sgg/M8.pose,de,sgg,0,0,воспитатель,воспитатель,0
sgg/N8.pose,de,sgg,0,0,кызылорда,кызылорда,0
sgg/O8.pose,de,sgg,0,0,грузия,грузия,0
sgg/P8.pose,de,sgg,0,0,врач,врач,0
sgg/Q8.pose,de,sgg,0,0,ЗАБЛОКИРОВАТЬ,ЗАБЛОКИРОВАТЬ,0
sgg/R8.pose,de,sgg,0,0,НАРКОМАНИЯ,НАРКОМАНИЯ,0
sgg/S8.pose,de,sgg,0,0,космонавт,космонавт,0
sgg/T8.pose,de,sgg,0,0,духи,духи,0
sgg/U8.pose,de,sgg,0,0,Д,Д,0
sgg/V8.pose,de,sgg,0,0,покупать,покупать,0
sgg/A9.pose,de,sgg,0,0,у меня,у меня,0
sgg/B9.pose,de,sgg,0,0,подросток,подросток,0
sgg/C9.pose,de,sgg,0,0,дом,дом,0
sgg/D9.pose,de,sgg,0,0,ругать,ругать,0
sgg/E9.pose,de,sgg,0,0,ложка,ложка,0
sgg/F9.pose,de,sgg,0,0,грибы,грибы,0
sgg/G9.pose,de,sgg,0,0,костюм,костюм,0
sgg/H9.pose,de,sgg,0,0,две минуты,две минуты,0
sgg/I9.pose,de,sgg,0,0,звезда,звезда,0
sgg/J9.pose,de,sgg,0,0,волк,волк,0
sgg/K9.pose,de,sgg,0,0,быстро,быстро,0
sgg/L9.pose,de,sgg,0,0,близко,близко,0
sgg/M9.pose,de,sgg,0,0,директор,директор,0
sgg/N9.pose,de,sgg,0,0,талдыкорган,талдыкорган,0
sgg/O9.pose,de,sgg,0,0,латвия,латвия,0
sgg/P9.pose,de,sgg,0,0,выгода,выгода,0
sgg/Q9.pose,de,sgg,0,0,АЙФОН,АЙФОН,0
sgg/R9.pose,de,sgg,0,0,ЭПИДЕМИЯ,ЭПИДЕМИЯ,0
sgg/S9.pose,de,sgg,0,0,летать в космос,летать в космос,0
sgg/T9.pose,de,sgg,0,0,мыло,мыло,0
sgg/U9.pose,de,sgg,0,0,Е,Е,0
sgg/V9.pose,de,sgg,0,0,размер одежды,размер одежды,0
sgg/A10.pose,de,sgg,0,0,у вас,у вас,0
sgg/B10.pose,de,sgg,0,0,семья,семья,0
sgg/C10.pose,de,sgg,0,0,душ,душ,0
sgg/D10.pose,de,sgg,0,0,ВНИМАТЕЛЬНО,ВНИМАТЕЛЬНО,0
sgg/E10.pose,de,sgg,0,0,нож,нож,0
sgg/F10.pose,de,sgg,0,0,груша,груша,0
sgg/G10.pose,de,sgg,0,0,одежда,одежда,0
sgg/H10.pose,de,sgg,0,0,две недели,две недели,0
sgg/I10.pose,de,sgg,0,0,звезды,звезды,0
sgg/J10.pose,de,sgg,0,0,гнездо,гнездо,0
sgg/K10.pose,de,sgg,0,0,ворота,ворота,0
sgg/L10.pose,de,sgg,0,0,велосипед,велосипед,0
sgg/M10.pose,de,sgg,0,0,дисциплина,дисциплина,0
sgg/N10.pose,de,sgg,0,0,шымкент,шымкент,0
sgg/O10.pose,de,sgg,0,0,литва,литва,0
sgg/P10.pose,de,sgg,0,0,генерал,генерал,0
sgg/Q10.pose,de,sgg,0,0,ЗВУК,ЗВУК,0
sgg/R10.pose,de,sgg,0,0,ЭПИЛЕПСИЯ,ЭПИЛЕПСИЯ,0
sgg/S10.pose,de,sgg,0,0,путешествие в космос,путешествие в космос,0
sgg/T10.pose,de,sgg,0,0,шампунь,шампунь,0
sgg/U10.pose,de,sgg,0,0,Е,Е,0
sgg/V10.pose,de,sgg,0,0,заниматься шопингом,заниматься шопингом,0
sgg/A11.pose,de,sgg,0,0,ваш,ваш,0
sgg/B11.pose,de,sgg,0,0,отец,отец,0
sgg/C11.pose,de,sgg,0,0,забор,забор,0
sgg/D11.pose,de,sgg,0,0,БОЯТЬСЯ,БОЯТЬСЯ,0
sgg/E11.pose,de,sgg,0,0,половник,половник,0
sgg/F11.pose,de,sgg,0,0,грязный,грязный,0
sgg/G11.pose,de,sgg,0,0,пальто,пальто,0
sgg/H11.pose,de,sgg,0,0,прошлый год,прошлый год,0
sgg/I11.pose,de,sgg,0,0,земля,земля,0
sgg/J11.pose,de,sgg,0,0,гусеница,гусеница,0
sgg/K11.pose,de,sgg,0,0,вратарь,вратарь,0
sgg/L11.pose,de,sgg,0,0,город,город,0
sgg/M11.pose,de,sgg,0,0,доска,доска,0
sgg/N11.pose,de,sgg,0,0,туркестан,туркестан,0
sgg/O11.pose,de,sgg,0,0,молдавия,молдавия,0
sgg/P11.pose,de,sgg,0,0,грузчик,грузчик,0
sgg/Q11.pose,de,sgg,0,0,СОХРАНИТЬ,СОХРАНИТЬ,0
sgg/R11.pose,de,sgg,0,0,ЗДОРОВЬЕ,ЗДОРОВЬЕ,0
sgg/S11.pose,de,sgg,0,0,метеорит,метеорит,0
sgg/T11.pose,de,sgg,0,0,кудры,кудры,0
sgg/U11.pose,de,sgg,0,0,Ж,Ж,0
sgg/V11.pose,de,sgg,0,0,заказывать,заказывать,0
sgg/A12.pose,de,sgg,0,0,его,его,0
sgg/B12.pose,de,sgg,0,0,мать,мать,0
sgg/C12.pose,de,sgg,0,0,замок,замок,0
sgg/D12.pose,de,sgg,0,0,ПУГАТЬСЯ,ПУГАТЬСЯ,0
sgg/E12.pose,de,sgg,0,0,посуда,посуда,0
sgg/F12.pose,de,sgg,0,0,дерево,дерево,0
sgg/G12.pose,de,sgg,0,0,панама,панама,0
sgg/H12.pose,de,sgg,0,0,через один год,через один год,0
sgg/I12.pose,de,sgg,0,0,камень,камень,0
sgg/J12.pose,de,sgg,0,0,гусь,гусь,0
sgg/K12.pose,de,sgg,0,0,ПРЕДУПРЕДИТЬ,ПРЕДУПРЕДИТЬ,0
sgg/L12.pose,de,sgg,0,0,гулять,гулять,0
sgg/M12.pose,de,sgg,0,0,жестовый язык,жестовый язык,0
sgg/N12.pose,de,sgg,0,0,атырау,атырау,0
sgg/O12.pose,de,sgg,0,0,татарстан,татарстан,0
sgg/P12.pose,de,sgg,0,0,дело,дело,0
sgg/Q12.pose,de,sgg,0,0,РЕДАКТИРОВАТЬ,РЕДАКТИРОВАТЬ,0
sgg/R12.pose,de,sgg,0,0,СЕРДЦЕ,СЕРДЦЕ,0
sgg/S12.pose,de,sgg,0,0,падение метеорита,падение метеорита,0
sgg/T12.pose,de,sgg,0,0,локоны,локоны,0
sgg/U12.pose,de,sgg,0,0,З,З,0
sgg/A13.pose,de,sgg,0,0,сам,сам,0
sgg/B13.pose,de,sgg,0,0,дочь,дочь,0
sgg/C13.pose,de,sgg,0,0,кафель,кафель,0
sgg/D13.pose,de,sgg,0,0,АМБИЦИЯ,АМБИЦИЯ,0
sgg/E13.pose,de,sgg,0,0,сито,сито,0
sgg/F13.pose,de,sgg,0,0,дыня,дыня,0
sgg/G13.pose,de,sgg,0,0,перчатки,перчатки,0
sgg/H13.pose,de,sgg,0,0,завтра,завтра,0
sgg/I13.pose,de,sgg,0,0,космос,космос,0
sgg/J13.pose,de,sgg,0,0,дельфин,дельфин,0
sgg/K13.pose,de,sgg,0,0,гол,гол,0
sgg/L13.pose,de,sgg,0,0,далеко,далеко,0
sgg/M13.pose,de,sgg,0,0,задача,задача,0
sgg/N13.pose,de,sgg,0,0,актау,актау,0
sgg/O13.pose,de,sgg,0,0,украина,украина,0
sgg/P13.pose,de,sgg,0,0,деньги,деньги,0
sgg/Q13.pose,de,sgg,0,0,ОТПРАВИТЬ НА ПЕЧАТЬ,ОТПРАВИТЬ НА ПЕЧАТЬ,0
sgg/R13.pose,de,sgg,0,0,ИНФАРКТ,ИНФАРКТ,0
sgg/S13.pose,de,sgg,0,0,метеоритный камень,метеоритный камень,0
sgg/T13.pose,de,sgg,0,0,химическая завивка,химическая завивка,0
sgg/U13.pose,de,sgg,0,0,И,И,0
sgg/A14.pose,de,sgg,0,0,свой,свой,0
sgg/B14.pose,de,sgg,0,0,сын,сын,0
sgg/C14.pose,de,sgg,0,0,мало,мало,0
sgg/D14.pose,de,sgg,0,0,СЛЕПОЙ,СЛЕПОЙ,0
sgg/E14.pose,de,sgg,0,0,скалка,скалка,0
sgg/F14.pose,de,sgg,0,0,ель,ель,0
sgg/G14.pose,de,sgg,0,0,платок,платок,0
sgg/H14.pose,de,sgg,0,0,месяц,месяц,0
sgg/I14.pose,de,sgg,0,0,лед,лед,0
sgg/J14.pose,de,sgg,0,0,еж,еж,0
sgg/K14.pose,de,sgg,0,0,СопротивлениЕ,СопротивлениЕ,0
sgg/L14.pose,de,sgg,0,0,кино,кино,0
sgg/M14.pose,de,sgg,0,0,карандаш,карандаш,0
sgg/N14.pose,de,sgg,0,0,актобе,актобе,0
sgg/O14.pose,de,sgg,0,0,узбекистан,узбекистан,0
sgg/P14.pose,de,sgg,0,0,дешево,дешево,0
sgg/Q14.pose,de,sgg,0,0,ПЕЧАТАТЬ ТЕКСТ,ПЕЧАТАТЬ ТЕКСТ,0
sgg/R14.pose,de,sgg,0,0,ГИПЕРТОНИЯ,ГИПЕРТОНИЯ,0
sgg/S14.pose,de,sgg,0,0,ПЛАНЕТА,ПЛАНЕТА,0
sgg/T14.pose,de,sgg,0,0,парикмахер,парикмахер,0
sgg/U14.pose,de,sgg,0,0,Й,Й,0
sgg/A15.pose,de,sgg,0,0,где,где,0
sgg/B15.pose,de,sgg,0,0,бабушка,бабушка,0
sgg/C15.pose,de,sgg,0,0,много,много,0
sgg/D15.pose,de,sgg,0,0,ХВАСТУН,ХВАСТУН,0
sgg/E15.pose,de,sgg,0,0,чайник,чайник,0
sgg/F15.pose,de,sgg,0,0,кабачок,кабачок,0
sgg/G15.pose,de,sgg,0,0,платье,платье,0
sgg/H15.pose,de,sgg,0,0,минута,минута,0
sgg/I15.pose,de,sgg,0,0,луна,луна,0
sgg/J15.pose,de,sgg,0,0,животное,животное,0
sgg/K15.pose,de,sgg,0,0,зарядка,зарядка,0
sgg/L15.pose,de,sgg,0,0,магазин,магазин,0
sgg/M15.pose,de,sgg,0,0,кисточка,кисточка,0
sgg/N15.pose,de,sgg,0,0,ГЕРБ,ГЕРБ,0
sgg/O15.pose,de,sgg,0,0,эстония,эстония,0
sgg/P15.pose,de,sgg,0,0,долг,долг,0
sgg/Q15.pose,de,sgg,0,0,КОПИРОВАТЬ,КОПИРОВАТЬ,0
sgg/R15.pose,de,sgg,0,0,БОЛЕЗНЬ,БОЛЕЗНЬ,0
sgg/S15.pose,de,sgg,0,0,РАКЕТА,РАКЕТА,0
sgg/T15.pose,de,sgg,0,0,салон красоты,салон красоты,0
sgg/U15.pose,de,sgg,0,0,К,К,0
sgg/A16.pose,de,sgg,0,0,зачем,зачем,0
sgg/B16.pose,de,sgg,0,0,дедушка,дедушка,0
sgg/C16.pose,de,sgg,0,0,крыша,крыша,0
sgg/D16.pose,de,sgg,0,0,СКУКА,СКУКА,0
sgg/E16.pose,de,sgg,0,0,чашка,чашка,0
sgg/F16.pose,de,sgg,0,0,капуста,капуста,0
sgg/G16.pose,de,sgg,0,0,пояс,пояс,0
sgg/H16.pose,de,sgg,0,0,момент,момент,0
sgg/I16.pose,de,sgg,0,0,мокрый,мокрый,0
sgg/J16.pose,de,sgg,0,0,жираф,жираф,0
sgg/K16.pose,de,sgg,0,0,ГЕРБАРИЙ,ГЕРБАРИЙ,0
sgg/L16.pose,de,sgg,0,0,метро,метро,0
sgg/M16.pose,de,sgg,0,0,класс,класс,0
sgg/N16.pose,de,sgg,0,0,астана,астана,0
sgg/O16.pose,de,sgg,0,0,якутия,якутия,0
sgg/P16.pose,de,sgg,0,0,дорого,дорого,0
sgg/Q16.pose,de,sgg,0,0,ВСТАВКА ТАБЛИЦЫ,ВСТАВКА ТАБЛИЦЫ,0
sgg/R16.pose,de,sgg,0,0,ЗАРАЗА,ЗАРАЗА,0
sgg/S16.pose,de,sgg,0,0,ЮПИТЕР,ЮПИТЕР,0
sgg/T16.pose,de,sgg,0,0,против морщин,против морщин,0
sgg/U16.pose,de,sgg,0,0,Қ,Қ,0
sgg/A17.pose,de,sgg,0,0,какой,какой,0
sgg/B17.pose,de,sgg,0,0,сестра,сестра,0
sgg/C17.pose,de,sgg,0,0,обои,обои,0
sgg/D17.pose,de,sgg,0,0,ЗАБОТА,ЗАБОТА,0
sgg/E17.pose,de,sgg,0,0,блины,блины,0
sgg/F17.pose,de,sgg,0,0,картофель,картофель,0
sgg/G17.pose,de,sgg,0,0,полувер,полувер,0
sgg/H17.pose,de,sgg,0,0,неделя,неделя,0
sgg/I17.pose,de,sgg,0,0,молния,молния,0
sgg/J17.pose,de,sgg,0,0,заяц,заяц,0
sgg/K17.pose,de,sgg,0,0,игра,игра,0
sgg/L17.pose,de,sgg,0,0,полиция,полиция,0
sgg/M17.pose,de,sgg,0,0,книга/ люб книга,книга/ люб книга,0
sgg/N17.pose,de,sgg,0,0,кокшетау,кокшетау,0
sgg/O17.pose,de,sgg,0,0,америка,америка,0
sgg/P17.pose,de,sgg,0,0,доярка,доярка,0
sgg/Q17.pose,de,sgg,0,0,ДОКУМЕНТ,ДОКУМЕНТ,0
sgg/R17.pose,de,sgg,0,0,УКОЛ,УКОЛ,0
sgg/S17.pose,de,sgg,0,0,BCEЛEHHAЯ,BCEЛEHHAЯ,0
sgg/T17.pose,de,sgg,0,0,морщины,морщины,0
sgg/U17.pose,de,sgg,0,0,Л,Л,0
sgg/A18.pose,de,sgg,0,0,когда,когда,0
sgg/B18.pose,de,sgg,0,0,брат,брат,0
sgg/C18.pose,de,sgg,0,0,окно,окно,0
sgg/D18.pose,de,sgg,0,0,ВЕСЕЛЫЙ,ВЕСЕЛЫЙ,0
sgg/E18.pose,de,sgg,0,0,булка,булка,0
sgg/F18.pose,de,sgg,0,0,кислый,кислый,0
sgg/G18.pose,de,sgg,0,0,ремень,ремень,0
sgg/H18.pose,de,sgg,0,0,ночь,ночь,0
sgg/I18.pose,de,sgg,0,0,море,море,0
sgg/J18.pose,de,sgg,0,0,змея,змея,0
sgg/K18.pose,de,sgg,0,0,идти,идти,0
sgg/L18.pose,de,sgg,0,0,мост,мост,0
sgg/M18.pose,de,sgg,0,0,краска,краска,0
sgg/N18.pose,de,sgg,0,0,ВИЗИТКА,ВИЗИТКА,0
sgg/O18.pose,de,sgg,0,0,сша,сша,0
sgg/P18.pose,de,sgg,0,0,завод,завод,0
sgg/Q18.pose,de,sgg,0,0,БАТАРЕЙКА,БАТАРЕЙКА,0
sgg/R18.pose,de,sgg,0,0,БЕССОНИЦА,БЕССОНИЦА,0
sgg/S18.pose,de,sgg,0,0,ВСЕМИРНЫЙ,ВСЕМИРНЫЙ,0
sgg/T18.pose,de,sgg,0,0,визажист,визажист,0
sgg/U18.pose,de,sgg,0,0,М,М,0
sgg/A19.pose,de,sgg,0,0,кто,кто,0
sgg/B19.pose,de,sgg,0,0,близнецы,близнецы,0
sgg/C19.pose,de,sgg,0,0,соседи,соседи,0
sgg/D19.pose,de,sgg,0,0,ЖАЛОСТЬ,ЖАЛОСТЬ,0
sgg/E19.pose,de,sgg,0,0,варить,варить,0
sgg/F19.pose,de,sgg,0,0,крупный,крупный,0
sgg/G19.pose,de,sgg,0,0,рубашка,рубашка,0
sgg/H19.pose,de,sgg,0,0,позавчера,позавчера,0
sgg/I19.pose,de,sgg,0,0,мороз,мороз,0
sgg/J19.pose,de,sgg,0,0,клоп,клоп,0
sgg/K19.pose,de,sgg,0,0,каратэ,каратэ,0
sgg/L19.pose,de,sgg,0,0,направление,направление,0
sgg/M19.pose,de,sgg,0,0,ластик,ластик,0
sgg/N19.pose,de,sgg,0,0,петропавлск,петропавлск,0
sgg/O19.pose,de,sgg,0,0,африка,африка,0
sgg/P19.pose,de,sgg,0,0,зарплата,зарплата,0
sgg/Q19.pose,de,sgg,0,0,КУРСЫ ПРОГРАММИРОВАНИЯ,КУРСЫ ПРОГРАММИРОВАНИЯ,0
sgg/R19.pose,de,sgg,0,0,ИНВАЛИД,ИНВАЛИД,0
sgg/S19.pose,de,sgg,0,0,ВСЕМОГУЩИЙ,ВСЕМОГУЩИЙ,0
sgg/T19.pose,de,sgg,0,0,карандаш для глаз,карандаш для глаз,0
sgg/U19.pose,de,sgg,0,0,Н,Н,0
sgg/A20.pose,de,sgg,0,0,куда,куда,0
sgg/B20.pose,de,sgg,0,0,дядя,дядя,0
sgg/C20.pose,de,sgg,0,0,телефон,телефон,0
sgg/D20.pose,de,sgg,0,0,ЖЕСТОКИЙ,ЖЕСТОКИЙ,0
sgg/E20.pose,de,sgg,0,0,сладкий,сладкий,0
sgg/F20.pose,de,sgg,0,0,кукуруза,кукуруза,0
sgg/G20.pose,de,sgg,0,0,сарафан,сарафан,0
